,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1879,1880,08/11/2005,Oficina,Alquiler,Girona,153.0,912798.0,31/05/2006,Jesús
1885,1886,12/11/2005,Oficina,Alquiler,Girona,273.0,2333058.0,05/03/2006,Joaquín
1892,1893,13/11/2005,Oficina,Alquiler,Barcelona,70.0,526680.0,17/02/2006,Joaquín
1896,1897,15/11/2005,Oficina,Alquiler,Barcelona,62.0,421290.0,21/05/2006,Joaquín
1918,1919,23/11/2005,Oficina,Alquiler,Tarragona,44.0,363968.0,02/09/2006,Carmen
1941,1942,30/11/2005,Oficina,Alquiler,Girona,113.0,747947.0,09/06/2006,Pedro
1956,1957,08/12/2005,Oficina,Alquiler,Barcelona,293.0,2868470.0,18/03/2006,Luisa
1962,1963,12/12/2005,Oficina,Alquiler,Tarragona,117.0,536679.0,19/07/2006,Joaquín
1970,1971,16/12/2005,Oficina,Alquiler,Girona,135.0,857925.0,25/06/2006,Joaquín
1985,1986,21/12/2005,Oficina,Alquiler,Barcelona,190.0,940500.0,11/12/2006,Joaquín
2003,2004,26/12/2005,Oficina,Alquiler,Barcelona,56.0,296856.0,06/06/2006,María
2006,2007,27/12/2005,Oficina,Alquiler,Barcelona,54.0,402462.0,06/10/2006,Pedro
2013,2014,30/12/2005,Oficina,Alquiler,Girona,227.0,2029607.0,20/10/2006,Carmen
2020,2021,01/01/2006,Oficina,Alquiler,Lleida,150.0,873000.0,17/12/2006,Jesús
2025,2026,03/01/2006,Oficina,Alquiler,Barcelona,216.0,1109808.0,24/06/2006,Joaquín
2039,2040,07/01/2006,Oficina,Alquiler,Lleida,207.0,2014110.0,01/11/2006,Joaquín
2058,2059,13/01/2006,Oficina,Alquiler,Barcelona,98.0,738430.0,28/12/2006,Luisa
2066,2067,14/01/2006,Oficina,Alquiler,Lleida,129.0,562827.0,16/11/2006,Joaquín
2068,2069,15/01/2006,Oficina,Alquiler,Barcelona,199.0,1685132.0,07/11/2006,Joaquín
2070,2071,15/01/2006,Oficina,Alquiler,Lleida,272.0,2487712.0,25/04/2006,Carmen
2077,2078,17/01/2006,Oficina,Alquiler,Barcelona,123.0,609342.0,10/05/2006,Carmen
2097,2098,24/01/2006,Oficina,Alquiler,Girona,123.0,1133199.0,23/09/2006,Luisa
2104,2105,25/01/2006,Oficina,Alquiler,Lleida,237.0,1438827.0,12/05/2006,Pedro
2113,2114,27/01/2006,Oficina,Alquiler,Lleida,136.0,656744.0,15/05/2006,Luisa
2119,2120,30/01/2006,Oficina,Alquiler,Girona,75.0,378900.0,16/12/2006,Carmen
2121,2122,30/01/2006,Oficina,Alquiler,Girona,123.0,757434.0,23/08/2006,Pedro
2130,2131,02/02/2006,Oficina,Alquiler,Tarragona,288.0,1820448.0,13/11/2006,Joaquín
2147,2148,07/02/2006,Oficina,Alquiler,Tarragona,206.0,1747292.0,11/06/2006,Carmen
2148,2149,08/02/2006,Oficina,Alquiler,Barcelona,142.0,693244.0,19/09/2006,Jesús
2195,2196,22/02/2006,Oficina,Alquiler,Barcelona,64.0,319616.0,06/07/2006,Carmen
2218,2219,03/03/2006,Oficina,Alquiler,Lleida,74.0,697746.0,11/01/2007,Carmen
2225,2226,05/03/2006,Oficina,Alquiler,Girona,177.0,980934.0,11/09/2006,Luisa
2233,2234,08/03/2006,Oficina,Alquiler,Barcelona,177.0,1191033.0,27/06/2006,Carmen
2238,2239,09/03/2006,Oficina,Alquiler,Tarragona,272.0,1705712.0,19/06/2006,Joaquín
2253,2254,16/03/2006,Oficina,Alquiler,Tarragona,87.0,603780.0,07/03/2007,Joaquín
2254,2255,16/03/2006,Oficina,Alquiler,Lleida,178.0,1171418.0,05/12/2006,María
2258,2259,19/03/2006,Oficina,Alquiler,Girona,286.0,1413698.0,15/03/2007,Carmen
2259,2260,19/03/2006,Oficina,Alquiler,Barcelona,83.0,743265.0,03/01/2007,Joaquín
2277,2278,26/03/2006,Oficina,Alquiler,Tarragona,294.0,2427558.0,30/01/2007,Pedro
2282,2283,29/03/2006,Oficina,Alquiler,Girona,42.0,238014.0,04/09/2006,Pedro
2319,2320,09/04/2006,Oficina,Alquiler,Tarragona,113.0,704894.0,27/01/2007,Carmen
2343,2344,20/04/2006,Oficina,Alquiler,Girona,120.0,1085160.0,14/08/2006,Luisa
2344,2345,20/04/2006,Oficina,Alquiler,Barcelona,89.0,673552.0,21/01/2007,Luisa
2402,2403,13/05/2006,Oficina,Alquiler,Lleida,275.0,1819950.0,11/11/2006,Luisa
2413,2414,16/05/2006,Oficina,Alquiler,Lleida,257.0,2203004.0,15/11/2006,Pedro
2418,2419,18/05/2006,Oficina,Alquiler,Lleida,176.0,1214576.0,08/10/2006,Luisa
2422,2423,20/05/2006,Oficina,Alquiler,Girona,156.0,1294176.0,05/10/2006,Carmen
2423,2424,20/05/2006,Oficina,Alquiler,Barcelona,225.0,1752975.0,22/09/2006,Jesús
2443,2444,28/05/2006,Oficina,Alquiler,Tarragona,106.0,795318.0,11/09/2006,Joaquín
2465,2466,03/06/2006,Oficina,Alquiler,Tarragona,91.0,696696.0,,
2518,2519,20/06/2006,Oficina,Alquiler,Lleida,63.0,413910.0,29/04/2007,María
2525,2526,23/06/2006,Oficina,Alquiler,Tarragona,178.0,1010862.0,08/11/2006,Carmen
2594,2595,20/07/2006,Oficina,Alquiler,Girona,170.0,1039380.0,25/11/2006,Joaquín
2597,2598,21/07/2006,Oficina,Alquiler,Barcelona,91.0,659022.0,26/02/2007,Pedro
2601,2602,23/07/2006,Oficina,Alquiler,Lleida,157.0,1095860.0,21/04/2007,Luisa
2621,2622,31/07/2006,Oficina,Alquiler,Lleida,291.0,2874207.0,24/04/2007,Jesús
2637,2638,08/08/2006,Oficina,Alquiler,Girona,97.0,696169.0,,
2645,2646,11/08/2006,Oficina,Alquiler,Tarragona,268.0,1984808.0,06/03/2007,Carmen
2655,2656,13/08/2006,Oficina,Alquiler,Barcelona,86.0,733236.0,15/12/2006,Jesús
2656,2657,14/08/2006,Oficina,Alquiler,Barcelona,192.0,1622400.0,16/11/2006,Carmen
2722,2723,10/09/2006,Oficina,Alquiler,Lleida,142.0,680606.0,19/02/2007,Pedro
2724,2725,10/09/2006,Oficina,Alquiler,Tarragona,285.0,1299315.0,,
2736,2737,16/09/2006,Oficina,Alquiler,Barcelona,72.0,604440.0,,
2738,2739,17/09/2006,Oficina,Alquiler,Tarragona,126.0,779058.0,,
2754,2755,23/09/2006,Oficina,Alquiler,Girona,134.0,1088616.0,11/03/2007,María
2756,2757,25/09/2006,Oficina,Alquiler,Tarragona,189.0,958608.0,23/02/2007,Jesús
2797,2798,10/10/2006,Oficina,Alquiler,Tarragona,202.0,1028988.0,,
2798,2799,11/10/2006,Oficina,Alquiler,Barcelona,178.0,1319336.0,,
2805,2806,13/10/2006,Oficina,Alquiler,Tarragona,271.0,2621925.0,19/02/2007,Carmen
2810,2811,16/10/2006,Oficina,Alquiler,Lleida,250.0,1480500.0,19/02/2007,Luisa
2831,2832,24/10/2006,Oficina,Alquiler,Girona,224.0,1126944.0,07/04/2007,Joaquín
2854,2855,02/11/2006,Oficina,Alquiler,Lleida,47.0,400816.0,28/03/2007,Carmen
2893,2894,13/11/2006,Oficina,Alquiler,Lleida,173.0,934200.0,,
2895,2896,14/11/2006,Oficina,Alquiler,Lleida,234.0,979056.0,26/04/2007,Jesús
2919,2920,27/11/2006,Oficina,Alquiler,Girona,99.0,831204.0,,
2934,2935,30/11/2006,Oficina,Alquiler,Lleida,192.0,1169088.0,,
2981,2982,17/12/2006,Oficina,Alquiler,Barcelona,72.0,339192.0,,
3024,3025,04/01/2007,Oficina,Alquiler,Lleida,293.0,2662784.0,,
3046,3047,10/01/2007,Oficina,Alquiler,Barcelona,196.0,1880032.0,,
3073,3074,20/01/2007,Oficina,Alquiler,Barcelona,123.0,885969.0,,
3098,3099,29/01/2007,Oficina,Alquiler,Barcelona,296.0,2563064.0,,
3138,3139,15/02/2007,Oficina,Alquiler,Tarragona,248.0,2357240.0,,
3145,3146,18/02/2007,Oficina,Alquiler,Girona,174.0,1568610.0,,
3150,3151,19/02/2007,Oficina,Alquiler,Girona,43.0,293303.0,,
3198,3199,08/03/2007,Oficina,Alquiler,Tarragona,270.0,1859220.0,,
3206,3207,11/03/2007,Oficina,Alquiler,Lleida,238.0,1195474.0,,
3218,3219,15/03/2007,Oficina,Alquiler,Barcelona,95.0,905920.0,,
3230,3231,18/03/2007,Oficina,Alquiler,Barcelona,106.0,520672.0,,
3234,3235,19/03/2007,Oficina,Alquiler,Tarragona,76.0,347776.0,,
3239,3240,21/03/2007,Oficina,Alquiler,Tarragona,153.0,774792.0,,
3271,3272,02/04/2007,Oficina,Alquiler,Tarragona,218.0,1656364.0,,
3277,3278,05/04/2007,Oficina,Alquiler,Barcelona,146.0,725474.0,,
3291,3292,10/04/2007,Oficina,Alquiler,Tarragona,100.0,787400.0,,
3315,3316,19/04/2007,Oficina,Alquiler,Barcelona,146.0,1063902.0,,
3317,3318,21/04/2007,Oficina,Alquiler,Lleida,95.0,394250.0,,
3319,3320,22/04/2007,Oficina,Alquiler,Tarragona,44.0,293172.0,,
