,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
141,142,27/02/2004,Oficina,Venta,Tarragona,123.0,1128156.0,23/09/2004,Pedro
142,143,27/02/2004,Oficina,Alquiler,Tarragona,134.0,1310520.0,28/12/2004,María
145,146,28/02/2004,Parking,Venta,Girona,274.0,2028970.0,20/08/2004,Luisa
148,149,29/02/2004,Piso,Venta,Lleida,249.0,1492506.0,12/02/2005,Luisa
149,150,01/03/2004,Casa,Alquiler,Lleida,212.0,1800516.0,19/12/2004,Jesús
150,151,01/03/2004,Oficina,Alquiler,Lleida,128.0,1259904.0,02/10/2004,Luisa
151,152,02/03/2004,Oficina,Venta,Tarragona,172.0,1063648.0,13/02/2005,María
154,155,03/03/2004,Suelo,Alquiler,Girona,185.0,1403595.0,02/10/2004,Pedro
155,156,03/03/2004,Casa,Venta,Girona,284.0,1561432.0,01/07/2004,Pedro
156,157,03/03/2004,Oficina,Venta,Tarragona,202.0,1891932.0,02/10/2004,María
160,161,04/03/2004,Suelo,Venta,Tarragona,165.0,1305480.0,29/07/2004,Jesús
161,162,05/03/2004,Piso,Alquiler,Lleida,251.0,1361675.0,16/08/2004,Jesús
162,163,05/03/2004,Local,Venta,Tarragona,266.0,1161090.0,23/11/2004,Carmen
163,164,05/03/2004,Oficina,Alquiler,Girona,287.0,1395681.0,13/09/2004,Carmen
164,165,05/03/2004,Industrial,Venta,Tarragona,104.0,1001104.0,11/10/2004,Luisa
165,166,06/03/2004,Oficina,Venta,Tarragona,250.0,2275500.0,29/07/2004,Luisa
166,167,06/03/2004,Parking,Venta,Girona,169.0,1370759.0,14/01/2005,Luisa
167,168,06/03/2004,Suelo,Venta,Lleida,221.0,1842035.0,15/10/2004,Joaquín
168,169,07/03/2004,Industrial,Alquiler,Barcelona,286.0,2080078.0,14/07/2004,Jesús
170,171,08/03/2004,Suelo,Venta,Girona,144.0,1358640.0,13/11/2004,Joaquín
172,173,09/03/2004,Oficina,Venta,Girona,268.0,2400476.0,08/03/2005,Joaquín
173,174,09/03/2004,Piso,Alquiler,Lleida,143.0,1131416.0,25/08/2004,Joaquín
174,175,10/03/2004,Local,Venta,Barcelona,52.0,416936.0,25/08/2004,Carmen
175,176,10/03/2004,Industrial,Alquiler,Lleida,193.0,1658835.0,30/08/2004,Jesús
176,177,11/03/2004,Suelo,Venta,Tarragona,148.0,1431012.0,01/09/2004,Jesús
179,180,12/03/2004,Suelo,Alquiler,Tarragona,201.0,1874928.0,21/06/2004,Jesús
181,182,13/03/2004,Local,Alquiler,Tarragona,162.0,1323054.0,25/08/2004,Joaquín
182,183,14/03/2004,Local,Alquiler,Girona,231.0,1446522.0,02/09/2004,Carmen
183,184,14/03/2004,Suelo,Venta,Tarragona,273.0,1447992.0,24/10/2004,Pedro
184,185,15/03/2004,Industrial,Venta,Barcelona,265.0,2109930.0,27/08/2004,María
187,188,16/03/2004,Casa,Venta,Lleida,63.0,537264.0,08/02/2005,Carmen
188,189,17/03/2004,Parking,Venta,Girona,160.0,1261600.0,25/10/2004,Jesús
190,191,18/03/2004,Suelo,Alquiler,Tarragona,71.0,431325.0,23/07/2004,Carmen
194,195,19/03/2004,Piso,Venta,Girona,62.0,250852.0,21/07/2004,Carmen
195,196,20/03/2004,Piso,Alquiler,Barcelona,281.0,1336717.0,10/11/2004,Carmen
196,197,20/03/2004,Piso,Venta,Tarragona,87.0,519738.0,13/01/2005,Carmen
199,200,22/03/2004,Parking,Venta,Tarragona,281.0,2108343.0,26/09/2004,Pedro
200,201,22/03/2004,Parking,Venta,Girona,247.0,1050985.0,09/11/2004,Pedro
204,205,23/03/2004,Local,Venta,Girona,274.0,2002392.0,04/12/2004,Luisa
205,206,23/03/2004,Piso,Alquiler,Lleida,250.0,2253500.0,21/02/2005,Joaquín
206,207,23/03/2004,Piso,Alquiler,Lleida,134.0,1338124.0,19/08/2004,Luisa
207,208,23/03/2004,Casa,Venta,Lleida,156.0,1369680.0,27/09/2004,Pedro
208,209,24/03/2004,Parking,Venta,Lleida,167.0,1643948.0,21/09/2004,María
209,210,24/03/2004,Oficina,Alquiler,Lleida,206.0,1297594.0,03/03/2005,Carmen
210,211,25/03/2004,Parking,Alquiler,Barcelona,269.0,2134246.0,11/08/2004,Carmen
211,212,25/03/2004,Casa,Alquiler,Barcelona,63.0,492156.0,25/10/2004,Carmen
212,213,26/03/2004,Suelo,Alquiler,Lleida,223.0,1932518.0,19/01/2005,Pedro
213,214,26/03/2004,Industrial,Venta,Girona,163.0,1385011.0,26/08/2004,Carmen
214,215,27/03/2004,Parking,Alquiler,Girona,214.0,1219158.0,13/07/2004,Pedro
215,216,27/03/2004,Industrial,Venta,Tarragona,263.0,1494892.0,02/02/2005,María
216,217,28/03/2004,Industrial,Alquiler,Lleida,216.0,1398600.0,03/11/2004,Luisa
217,218,29/03/2004,Suelo,Alquiler,Tarragona,65.0,461435.0,31/12/2004,Carmen
219,220,30/03/2004,Industrial,Alquiler,Lleida,209.0,1042283.0,17/09/2004,Jesús
223,224,31/03/2004,Oficina,Venta,Tarragona,192.0,1032000.0,21/08/2004,Luisa
224,225,01/04/2004,Parking,Alquiler,Barcelona,152.0,1069320.0,15/12/2004,Jesús
225,226,01/04/2004,Local,Alquiler,Tarragona,182.0,1133132.0,29/08/2004,Joaquín
226,227,01/04/2004,Casa,Venta,Lleida,179.0,1670965.0,09/09/2004,Luisa
227,228,01/04/2004,Local,Venta,Girona,211.0,2010619.0,12/11/2004,Jesús
228,229,01/04/2004,Oficina,Venta,Tarragona,117.0,739206.0,25/01/2005,Carmen
229,230,02/04/2004,Oficina,Alquiler,Tarragona,186.0,1382166.0,01/03/2005,Pedro
231,232,03/04/2004,Oficina,Venta,Tarragona,212.0,1479548.0,03/11/2004,María
232,233,03/04/2004,Local,Alquiler,Girona,246.0,1362348.0,05/10/2004,Joaquín
233,234,03/04/2004,Suelo,Venta,Girona,230.0,1722700.0,26/03/2005,Carmen
235,236,03/04/2004,Industrial,Venta,Girona,226.0,2104286.0,26/08/2004,Carmen
236,237,05/04/2004,Piso,Venta,Tarragona,262.0,1748850.0,07/10/2004,Pedro
238,239,05/04/2004,Piso,Alquiler,Lleida,268.0,2338032.0,02/01/2005,Pedro
239,240,06/04/2004,Parking,Venta,Barcelona,164.0,1298716.0,03/12/2004,Luisa
240,241,06/04/2004,Local,Venta,Lleida,260.0,2038660.0,26/07/2004,Carmen
242,243,07/04/2004,Local,Venta,Lleida,298.0,1870546.0,31/03/2005,Luisa
243,244,07/04/2004,Local,Alquiler,Tarragona,284.0,1431076.0,22/12/2004,María
244,245,08/04/2004,Casa,Venta,Barcelona,239.0,1176597.0,07/07/2004,Joaquín
245,246,09/04/2004,Local,Venta,Girona,287.0,1936102.0,08/04/2005,Jesús
246,247,09/04/2004,Industrial,Alquiler,Barcelona,159.0,1582527.0,09/12/2004,Jesús
248,249,09/04/2004,Industrial,Venta,Tarragona,223.0,2026401.0,13/12/2004,Joaquín
250,251,09/04/2004,Suelo,Venta,Lleida,124.0,1130632.0,22/01/2005,Pedro
251,252,09/04/2004,Parking,Alquiler,Lleida,168.0,1622040.0,15/10/2004,María
255,256,10/04/2004,Industrial,Venta,Girona,238.0,1620304.0,05/10/2004,Carmen
256,257,11/04/2004,Suelo,Alquiler,Lleida,261.0,1220697.0,09/02/2005,Carmen
257,258,11/04/2004,Suelo,Alquiler,Barcelona,242.0,1099648.0,13/02/2005,María
258,259,11/04/2004,Parking,Venta,Tarragona,138.0,1183212.0,26/02/2005,Luisa
259,260,12/04/2004,Piso,Alquiler,Tarragona,258.0,1750014.0,09/12/2004,Luisa
260,261,12/04/2004,Casa,Alquiler,Lleida,201.0,1107108.0,07/04/2005,Joaquín
261,262,12/04/2004,Casa,Alquiler,Barcelona,181.0,1449629.0,14/09/2004,Luisa
262,263,13/04/2004,Oficina,Alquiler,Barcelona,244.0,1006988.0,06/08/2004,María
263,264,14/04/2004,Parking,Alquiler,Tarragona,258.0,1770912.0,02/03/2005,Jesús
265,266,14/04/2004,Parking,Alquiler,Tarragona,216.0,1125792.0,16/09/2004,Jesús
266,267,14/04/2004,Casa,Venta,Girona,204.0,1291116.0,27/09/2004,Carmen
269,270,15/04/2004,Parking,Alquiler,Tarragona,223.0,1342906.0,31/10/2004,Joaquín
270,271,15/04/2004,Local,Alquiler,Lleida,237.0,1093281.0,02/01/2005,Jesús
271,272,15/04/2004,Suelo,Venta,Lleida,270.0,2409210.0,03/09/2004,Carmen
273,274,15/04/2004,Piso,Alquiler,Lleida,113.0,1102880.0,17/03/2005,Jesús
274,275,16/04/2004,Local,Alquiler,Girona,193.0,1079449.0,20/11/2004,Pedro
275,276,17/04/2004,Oficina,Alquiler,Girona,110.0,1039500.0,17/11/2004,Pedro
276,277,17/04/2004,Parking,Venta,Barcelona,209.0,2038586.0,06/01/2005,Jesús
277,278,17/04/2004,Suelo,Alquiler,Girona,125.0,853750.0,25/08/2004,Carmen
278,279,18/04/2004,Suelo,Venta,Girona,244.0,1414956.0,26/02/2005,María
280,281,18/04/2004,Oficina,Venta,Girona,258.0,1081278.0,13/04/2005,Carmen
281,282,18/04/2004,Casa,Venta,Girona,285.0,2534505.0,28/12/2004,Jesús
282,283,18/04/2004,Oficina,Alquiler,Tarragona,137.0,1336298.0,27/11/2004,Pedro
283,284,19/04/2004,Suelo,Alquiler,Girona,262.0,2404898.0,20/10/2004,Luisa
286,287,19/04/2004,Industrial,Alquiler,Barcelona,225.0,1360800.0,22/07/2004,Jesús
289,290,20/04/2004,Oficina,Alquiler,Girona,227.0,1437818.0,27/03/2005,Jesús
290,291,21/04/2004,Casa,Alquiler,Tarragona,295.0,1877675.0,11/09/2004,Pedro
293,294,22/04/2004,Oficina,Venta,Girona,86.0,589960.0,18/03/2005,Carmen
295,296,22/04/2004,Parking,Alquiler,Barcelona,235.0,1773780.0,28/03/2005,Pedro
296,297,23/04/2004,Suelo,Alquiler,Girona,288.0,2699136.0,28/07/2004,Pedro
299,300,23/04/2004,Suelo,Alquiler,Tarragona,85.0,683230.0,06/02/2005,Carmen
300,301,24/04/2004,Casa,Alquiler,Tarragona,178.0,1458176.0,12/02/2005,Carmen
301,302,24/04/2004,Industrial,Alquiler,Girona,211.0,1171894.0,22/03/2005,Pedro
302,303,25/04/2004,Oficina,Venta,Girona,209.0,1728221.0,30/08/2004,Carmen
303,304,26/04/2004,Casa,Alquiler,Barcelona,298.0,2612566.0,16/02/2005,Pedro
304,305,27/04/2004,Oficina,Venta,Girona,249.0,1150380.0,18/11/2004,Joaquín
305,306,27/04/2004,Piso,Venta,Lleida,142.0,1055912.0,28/09/2004,Jesús
306,307,27/04/2004,Industrial,Venta,Lleida,196.0,1645616.0,14/04/2005,Carmen
307,308,28/04/2004,Suelo,Alquiler,Barcelona,228.0,1521216.0,16/03/2005,Carmen
308,309,28/04/2004,Piso,Alquiler,Lleida,237.0,1763517.0,06/09/2004,Luisa
310,311,28/04/2004,Suelo,Venta,Lleida,61.0,605425.0,29/12/2004,Carmen
311,312,29/04/2004,Industrial,Venta,Girona,189.0,1579284.0,07/01/2005,Luisa
313,314,30/04/2004,Suelo,Alquiler,Tarragona,230.0,1386900.0,21/03/2005,Joaquín
314,315,01/05/2004,Casa,Alquiler,Barcelona,251.0,2439971.0,14/02/2005,Joaquín
315,316,02/05/2004,Industrial,Alquiler,Barcelona,261.0,2571111.0,07/02/2005,Carmen
316,317,02/05/2004,Parking,Alquiler,Barcelona,251.0,1754992.0,26/08/2004,Jesús
319,320,02/05/2004,Industrial,Alquiler,Girona,277.0,2456159.0,04/08/2004,María
322,323,03/05/2004,Parking,Venta,Barcelona,237.0,1592166.0,15/10/2004,María
323,324,04/05/2004,Suelo,Alquiler,Barcelona,155.0,876060.0,31/12/2004,Carmen
325,326,04/05/2004,Industrial,Alquiler,Barcelona,179.0,1227224.0,08/10/2004,Luisa
326,327,04/05/2004,Suelo,Venta,Tarragona,180.0,1022040.0,28/03/2005,Jesús
327,328,04/05/2004,Suelo,Venta,Barcelona,273.0,1369368.0,17/04/2005,Jesús
328,329,04/05/2004,Industrial,Venta,Lleida,285.0,1922325.0,11/11/2004,María
329,330,05/05/2004,Parking,Alquiler,Girona,125.0,1189250.0,26/10/2004,Pedro
333,334,07/05/2004,Industrial,Alquiler,Tarragona,242.0,2110966.0,22/01/2005,Pedro
335,336,07/05/2004,Local,Alquiler,Tarragona,227.0,1394461.0,28/01/2005,María
337,338,08/05/2004,Oficina,Alquiler,Barcelona,41.0,361661.0,28/01/2005,Carmen
340,341,10/05/2004,Casa,Venta,Tarragona,229.0,1990697.0,02/11/2004,Pedro
341,342,10/05/2004,Local,Alquiler,Lleida,259.0,1992228.0,21/12/2004,Pedro
342,343,10/05/2004,Parking,Venta,Barcelona,175.0,1178100.0,12/11/2004,Luisa
343,344,10/05/2004,Casa,Venta,Barcelona,146.0,1083466.0,19/09/2004,Jesús
344,345,11/05/2004,Industrial,Alquiler,Tarragona,131.0,1263495.0,01/01/2005,Jesús
345,346,11/05/2004,Local,Venta,Tarragona,202.0,1320676.0,23/12/2004,Pedro
346,347,11/05/2004,Industrial,Venta,Barcelona,173.0,851852.0,18/09/2004,Carmen
347,348,11/05/2004,Oficina,Alquiler,Girona,187.0,1560889.0,26/03/2005,Joaquín
348,349,12/05/2004,Parking,Venta,Tarragona,234.0,1398852.0,01/11/2004,María
351,352,14/05/2004,Casa,Venta,Tarragona,241.0,2060550.0,10/10/2004,Luisa
352,353,14/05/2004,Piso,Alquiler,Tarragona,257.0,1980185.0,14/08/2004,Carmen
353,354,14/05/2004,Piso,Venta,Girona,122.0,885476.0,30/03/2005,Carmen
354,355,14/05/2004,Oficina,Alquiler,Tarragona,209.0,1181686.0,15/10/2004,Carmen
356,357,15/05/2004,Suelo,Venta,Girona,196.0,1707944.0,19/08/2004,Pedro
357,358,15/05/2004,Piso,Venta,Barcelona,131.0,1180048.0,04/11/2004,Joaquín
358,359,15/05/2004,Parking,Venta,Lleida,130.0,1176630.0,18/03/2005,Jesús
360,361,17/05/2004,Local,Venta,Lleida,291.0,1505925.0,10/03/2005,Luisa
362,363,18/05/2004,Suelo,Alquiler,Girona,68.0,378624.0,30/03/2005,Carmen
363,364,18/05/2004,Local,Venta,Lleida,267.0,1257036.0,26/12/2004,Luisa
367,368,18/05/2004,Casa,Venta,Girona,80.0,354320.0,18/10/2004,Carmen
368,369,19/05/2004,Casa,Alquiler,Barcelona,149.0,1238339.0,27/12/2004,Luisa
369,370,19/05/2004,Suelo,Alquiler,Tarragona,285.0,1377975.0,14/09/2004,Jesús
370,371,20/05/2004,Oficina,Venta,Barcelona,230.0,1109980.0,08/12/2004,Luisa
371,372,20/05/2004,Parking,Alquiler,Lleida,163.0,1317529.0,03/05/2005,Luisa
374,375,22/05/2004,Local,Venta,Tarragona,230.0,1398630.0,10/04/2005,María
375,376,23/05/2004,Industrial,Alquiler,Lleida,247.0,1210053.0,04/09/2004,Jesús
377,378,24/05/2004,Suelo,Alquiler,Girona,280.0,1680000.0,17/09/2004,María
379,380,25/05/2004,Local,Venta,Lleida,269.0,2586704.0,27/03/2005,Carmen
381,382,26/05/2004,Suelo,Alquiler,Lleida,264.0,2582184.0,24/04/2005,Luisa
382,383,26/05/2004,Industrial,Alquiler,Lleida,298.0,1331166.0,28/12/2004,Joaquín
383,384,26/05/2004,Parking,Venta,Barcelona,200.0,1823400.0,20/10/2004,Joaquín
384,385,26/05/2004,Parking,Venta,Barcelona,197.0,1746405.0,20/03/2005,Luisa
390,391,30/05/2004,Suelo,Venta,Girona,300.0,1483500.0,29/03/2005,Carmen
391,392,30/05/2004,Piso,Alquiler,Barcelona,202.0,1560450.0,06/02/2005,Jesús
392,393,31/05/2004,Piso,Venta,Girona,225.0,1164375.0,04/03/2005,Pedro
394,395,31/05/2004,Casa,Alquiler,Girona,192.0,1159296.0,23/05/2005,Carmen
395,396,31/05/2004,Parking,Alquiler,Lleida,296.0,1602544.0,07/09/2004,Jesús
399,400,01/06/2004,Parking,Venta,Tarragona,208.0,1225120.0,22/01/2005,Carmen
400,401,02/06/2004,Piso,Alquiler,Barcelona,271.0,2682900.0,02/06/2005,Pedro
401,402,02/06/2004,Industrial,Alquiler,Lleida,278.0,2188138.0,21/01/2005,María
403,404,03/06/2004,Casa,Alquiler,Lleida,72.0,702576.0,22/03/2005,Carmen
404,405,03/06/2004,Local,Venta,Tarragona,224.0,1804992.0,20/01/2005,Jesús
405,406,03/06/2004,Oficina,Venta,Barcelona,207.0,1883700.0,23/02/2005,Carmen
406,407,03/06/2004,Industrial,Venta,Barcelona,162.0,1383480.0,16/12/2004,María
408,409,04/06/2004,Parking,Venta,Girona,293.0,1750089.0,05/04/2005,Luisa
411,412,05/06/2004,Local,Venta,Girona,148.0,1268952.0,14/10/2004,María
412,413,05/06/2004,Piso,Alquiler,Tarragona,189.0,1527498.0,14/05/2005,Luisa
414,415,06/06/2004,Parking,Venta,Barcelona,46.0,386584.0,17/12/2004,Carmen
415,416,07/06/2004,Oficina,Alquiler,Lleida,201.0,1287807.0,11/09/2004,Carmen
416,417,07/06/2004,Suelo,Venta,Barcelona,254.0,1381506.0,14/04/2005,Luisa
417,418,07/06/2004,Industrial,Alquiler,Girona,287.0,2452989.0,26/01/2005,Joaquín
419,420,08/06/2004,Piso,Alquiler,Lleida,114.0,1019160.0,29/05/2005,Carmen
420,421,09/06/2004,Suelo,Venta,Barcelona,135.0,1209735.0,05/05/2005,Pedro
422,423,09/06/2004,Local,Alquiler,Barcelona,260.0,1090180.0,16/12/2004,Luisa
423,424,09/06/2004,Parking,Venta,Barcelona,261.0,1945755.0,06/11/2004,Jesús
424,425,09/06/2004,Casa,Venta,Girona,173.0,1117753.0,11/12/2004,María
425,426,09/06/2004,Oficina,Alquiler,Lleida,207.0,1042659.0,12/10/2004,Jesús
426,427,10/06/2004,Piso,Venta,Barcelona,81.0,583362.0,04/05/2005,Carmen
427,428,10/06/2004,Piso,Alquiler,Lleida,52.0,338364.0,04/01/2005,Carmen
428,429,11/06/2004,Parking,Alquiler,Tarragona,271.0,2190493.0,02/11/2004,Jesús
429,430,11/06/2004,Oficina,Venta,Tarragona,249.0,1388175.0,29/10/2004,Luisa
430,431,11/06/2004,Suelo,Alquiler,Tarragona,153.0,1116441.0,19/12/2004,Jesús
431,432,12/06/2004,Oficina,Alquiler,Lleida,205.0,1980300.0,01/01/2005,Joaquín
432,433,13/06/2004,Suelo,Venta,Tarragona,144.0,852480.0,04/06/2005,Carmen
433,434,13/06/2004,Local,Alquiler,Tarragona,246.0,1898628.0,15/12/2004,Joaquín
434,435,13/06/2004,Industrial,Alquiler,Girona,233.0,1541528.0,03/02/2005,Jesús
435,436,13/06/2004,Suelo,Venta,Tarragona,105.0,783195.0,20/11/2004,Carmen
437,438,14/06/2004,Oficina,Venta,Barcelona,158.0,1543344.0,26/12/2004,Luisa
438,439,15/06/2004,Oficina,Alquiler,Girona,298.0,2524358.0,23/10/2004,Luisa
439,440,15/06/2004,Parking,Venta,Barcelona,115.0,1077665.0,19/09/2004,Jesús
440,441,16/06/2004,Parking,Venta,Barcelona,102.0,790602.0,09/11/2004,Carmen
442,443,17/06/2004,Piso,Alquiler,Girona,245.0,1001070.0,14/10/2004,Jesús
443,444,17/06/2004,Parking,Venta,Barcelona,102.0,1005312.0,09/06/2005,Luisa
446,447,17/06/2004,Parking,Alquiler,Lleida,263.0,1779458.0,24/01/2005,Pedro
447,448,17/06/2004,Local,Alquiler,Girona,234.0,1159470.0,02/10/2004,Pedro
449,450,18/06/2004,Industrial,Alquiler,Lleida,248.0,1674744.0,01/05/2005,Luisa
451,452,19/06/2004,Suelo,Venta,Lleida,215.0,2097970.0,13/11/2004,Pedro
452,453,19/06/2004,Suelo,Venta,Girona,185.0,1616900.0,08/04/2005,Jesús
454,455,20/06/2004,Parking,Alquiler,Barcelona,244.0,2439512.0,02/01/2005,Carmen
