,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
146,147,28/02/2004,Parking,Alquiler,Barcelona,76.0,734388.0,28/05/2004,Joaquín
147,148,28/02/2004,Local,Venta,Barcelona,109.0,779241.0,30/05/2004,María
148,149,29/02/2004,Piso,Venta,Lleida,249.0,1492506.0,12/02/2005,Luisa
152,153,02/03/2004,Piso,Venta,Lleida,68.0,434656.0,13/07/2004,María
153,154,02/03/2004,Industrial,Alquiler,Lleida,52.0,508924.0,03/09/2004,Pedro
158,159,04/03/2004,Local,Venta,Lleida,106.0,563178.0,01/08/2004,Pedro
161,162,05/03/2004,Piso,Alquiler,Lleida,251.0,1361675.0,16/08/2004,Jesús
162,163,05/03/2004,Local,Venta,Tarragona,266.0,1161090.0,23/11/2004,Carmen
164,165,05/03/2004,Industrial,Venta,Tarragona,104.0,1001104.0,11/10/2004,Luisa
166,167,06/03/2004,Parking,Venta,Girona,169.0,1370759.0,14/01/2005,Luisa
168,169,07/03/2004,Industrial,Alquiler,Barcelona,286.0,2080078.0,14/07/2004,Jesús
171,172,08/03/2004,Piso,Alquiler,Tarragona,108.0,558252.0,19/10/2004,María
173,174,09/03/2004,Piso,Alquiler,Lleida,143.0,1131416.0,25/08/2004,Joaquín
174,175,10/03/2004,Local,Venta,Barcelona,52.0,416936.0,25/08/2004,Carmen
175,176,10/03/2004,Industrial,Alquiler,Lleida,193.0,1658835.0,30/08/2004,Jesús
177,178,11/03/2004,Local,Venta,Tarragona,118.0,513300.0,26/10/2004,María
178,179,12/03/2004,Industrial,Venta,Barcelona,156.0,848328.0,27/02/2005,Jesús
181,182,13/03/2004,Local,Alquiler,Tarragona,162.0,1323054.0,25/08/2004,Joaquín
182,183,14/03/2004,Local,Alquiler,Girona,231.0,1446522.0,02/09/2004,Carmen
184,185,15/03/2004,Industrial,Venta,Barcelona,265.0,2109930.0,27/08/2004,María
186,187,16/03/2004,Local,Alquiler,Barcelona,95.0,919030.0,10/12/2004,María
188,189,17/03/2004,Parking,Venta,Girona,160.0,1261600.0,25/10/2004,Jesús
189,190,17/03/2004,Parking,Alquiler,Lleida,95.0,448210.0,25/10/2004,Pedro
191,192,18/03/2004,Local,Venta,Girona,56.0,553616.0,09/03/2005,Pedro
193,194,19/03/2004,Local,Alquiler,Girona,117.0,986895.0,14/09/2004,Pedro
194,195,19/03/2004,Piso,Venta,Girona,62.0,250852.0,21/07/2004,Carmen
195,196,20/03/2004,Piso,Alquiler,Barcelona,281.0,1336717.0,10/11/2004,Carmen
196,197,20/03/2004,Piso,Venta,Tarragona,87.0,519738.0,13/01/2005,Carmen
199,200,22/03/2004,Parking,Venta,Tarragona,281.0,2108343.0,26/09/2004,Pedro
200,201,22/03/2004,Parking,Venta,Girona,247.0,1050985.0,09/11/2004,Pedro
201,202,22/03/2004,Piso,Alquiler,Girona,52.0,298272.0,13/08/2004,María
202,203,22/03/2004,Local,Alquiler,Girona,169.0,902798.0,16/07/2004,Luisa
203,204,23/03/2004,Local,Alquiler,Barcelona,106.0,692180.0,09/11/2004,Luisa
204,205,23/03/2004,Local,Venta,Girona,274.0,2002392.0,04/12/2004,Luisa
205,206,23/03/2004,Piso,Alquiler,Lleida,250.0,2253500.0,21/02/2005,Joaquín
206,207,23/03/2004,Piso,Alquiler,Lleida,134.0,1338124.0,19/08/2004,Luisa
208,209,24/03/2004,Parking,Venta,Lleida,167.0,1643948.0,21/09/2004,María
210,211,25/03/2004,Parking,Alquiler,Barcelona,269.0,2134246.0,11/08/2004,Carmen
213,214,26/03/2004,Industrial,Venta,Girona,163.0,1385011.0,26/08/2004,Carmen
214,215,27/03/2004,Parking,Alquiler,Girona,214.0,1219158.0,13/07/2004,Pedro
215,216,27/03/2004,Industrial,Venta,Tarragona,263.0,1494892.0,02/02/2005,María
216,217,28/03/2004,Industrial,Alquiler,Lleida,216.0,1398600.0,03/11/2004,Luisa
218,219,29/03/2004,Industrial,Alquiler,Girona,46.0,351256.0,28/03/2005,Luisa
219,220,30/03/2004,Industrial,Alquiler,Lleida,209.0,1042283.0,17/09/2004,Jesús
221,222,30/03/2004,Local,Alquiler,Girona,82.0,420660.0,02/10/2004,María
224,225,01/04/2004,Parking,Alquiler,Barcelona,152.0,1069320.0,15/12/2004,Jesús
225,226,01/04/2004,Local,Alquiler,Tarragona,182.0,1133132.0,29/08/2004,Joaquín
227,228,01/04/2004,Local,Venta,Girona,211.0,2010619.0,12/11/2004,Jesús
230,231,03/04/2004,Local,Alquiler,Barcelona,143.0,665951.0,18/02/2005,Pedro
232,233,03/04/2004,Local,Alquiler,Girona,246.0,1362348.0,05/10/2004,Joaquín
235,236,03/04/2004,Industrial,Venta,Girona,226.0,2104286.0,26/08/2004,Carmen
236,237,05/04/2004,Piso,Venta,Tarragona,262.0,1748850.0,07/10/2004,Pedro
238,239,05/04/2004,Piso,Alquiler,Lleida,268.0,2338032.0,02/01/2005,Pedro
239,240,06/04/2004,Parking,Venta,Barcelona,164.0,1298716.0,03/12/2004,Luisa
240,241,06/04/2004,Local,Venta,Lleida,260.0,2038660.0,26/07/2004,Carmen
242,243,07/04/2004,Local,Venta,Lleida,298.0,1870546.0,31/03/2005,Luisa
243,244,07/04/2004,Local,Alquiler,Tarragona,284.0,1431076.0,22/12/2004,María
245,246,09/04/2004,Local,Venta,Girona,287.0,1936102.0,08/04/2005,Jesús
246,247,09/04/2004,Industrial,Alquiler,Barcelona,159.0,1582527.0,09/12/2004,Jesús
248,249,09/04/2004,Industrial,Venta,Tarragona,223.0,2026401.0,13/12/2004,Joaquín
249,250,09/04/2004,Piso,Alquiler,Lleida,175.0,747075.0,01/02/2005,Pedro
251,252,09/04/2004,Parking,Alquiler,Lleida,168.0,1622040.0,15/10/2004,María
252,253,10/04/2004,Parking,Venta,Tarragona,106.0,567206.0,08/08/2004,María
253,254,10/04/2004,Piso,Venta,Girona,67.0,379689.0,29/10/2004,Pedro
254,255,10/04/2004,Local,Alquiler,Barcelona,49.0,424536.0,04/03/2005,Pedro
255,256,10/04/2004,Industrial,Venta,Girona,238.0,1620304.0,05/10/2004,Carmen
258,259,11/04/2004,Parking,Venta,Tarragona,138.0,1183212.0,26/02/2005,Luisa
259,260,12/04/2004,Piso,Alquiler,Tarragona,258.0,1750014.0,09/12/2004,Luisa
263,264,14/04/2004,Parking,Alquiler,Tarragona,258.0,1770912.0,02/03/2005,Jesús
264,265,14/04/2004,Parking,Venta,Barcelona,105.0,927255.0,21/11/2004,Luisa
265,266,14/04/2004,Parking,Alquiler,Tarragona,216.0,1125792.0,16/09/2004,Jesús
267,268,15/04/2004,Industrial,Alquiler,Girona,150.0,968250.0,15/02/2005,María
268,269,15/04/2004,Parking,Venta,Lleida,52.0,446888.0,01/09/2004,María
269,270,15/04/2004,Parking,Alquiler,Tarragona,223.0,1342906.0,31/10/2004,Joaquín
270,271,15/04/2004,Local,Alquiler,Lleida,237.0,1093281.0,02/01/2005,Jesús
272,273,15/04/2004,Piso,Alquiler,Lleida,120.0,722880.0,14/02/2005,Joaquín
273,274,15/04/2004,Piso,Alquiler,Lleida,113.0,1102880.0,17/03/2005,Jesús
274,275,16/04/2004,Local,Alquiler,Girona,193.0,1079449.0,20/11/2004,Pedro
276,277,17/04/2004,Parking,Venta,Barcelona,209.0,2038586.0,06/01/2005,Jesús
284,285,19/04/2004,Industrial,Alquiler,Tarragona,143.0,712712.0,10/01/2005,Jesús
285,286,19/04/2004,Industrial,Venta,Barcelona,65.0,523770.0,24/01/2005,Jesús
286,287,19/04/2004,Industrial,Alquiler,Barcelona,225.0,1360800.0,22/07/2004,Jesús
291,292,21/04/2004,Parking,Venta,Barcelona,54.0,258444.0,08/03/2005,Pedro
292,293,22/04/2004,Parking,Venta,Girona,82.0,430418.0,09/02/2005,Luisa
295,296,22/04/2004,Parking,Alquiler,Barcelona,235.0,1773780.0,28/03/2005,Pedro
297,298,23/04/2004,Industrial,Venta,Barcelona,106.0,600596.0,23/11/2004,Luisa
298,299,23/04/2004,Industrial,Venta,Girona,45.0,307170.0,16/04/2005,Joaquín
301,302,24/04/2004,Industrial,Alquiler,Girona,211.0,1171894.0,22/03/2005,Pedro
305,306,27/04/2004,Piso,Venta,Lleida,142.0,1055912.0,28/09/2004,Jesús
306,307,27/04/2004,Industrial,Venta,Lleida,196.0,1645616.0,14/04/2005,Carmen
308,309,28/04/2004,Piso,Alquiler,Lleida,237.0,1763517.0,06/09/2004,Luisa
309,310,28/04/2004,Industrial,Venta,Lleida,121.0,792792.0,23/09/2004,Pedro
311,312,29/04/2004,Industrial,Venta,Girona,189.0,1579284.0,07/01/2005,Luisa
312,313,30/04/2004,Local,Alquiler,Barcelona,91.0,391391.0,13/02/2005,Luisa
315,316,02/05/2004,Industrial,Alquiler,Barcelona,261.0,2571111.0,07/02/2005,Carmen
316,317,02/05/2004,Parking,Alquiler,Barcelona,251.0,1754992.0,26/08/2004,Jesús
318,319,02/05/2004,Piso,Venta,Tarragona,123.0,961368.0,04/09/2004,Luisa
319,320,02/05/2004,Industrial,Alquiler,Girona,277.0,2456159.0,04/08/2004,María
320,321,03/05/2004,Industrial,Alquiler,Girona,190.0,977740.0,12/08/2004,Pedro
322,323,03/05/2004,Parking,Venta,Barcelona,237.0,1592166.0,15/10/2004,María
324,325,04/05/2004,Piso,Venta,Girona,60.0,332400.0,30/08/2004,Joaquín
325,326,04/05/2004,Industrial,Alquiler,Barcelona,179.0,1227224.0,08/10/2004,Luisa
328,329,04/05/2004,Industrial,Venta,Lleida,285.0,1922325.0,11/11/2004,María
329,330,05/05/2004,Parking,Alquiler,Girona,125.0,1189250.0,26/10/2004,Pedro
330,331,05/05/2004,Parking,Alquiler,Barcelona,205.0,990355.0,08/12/2004,Luisa
331,332,06/05/2004,Local,Alquiler,Girona,138.0,877680.0,31/03/2005,Luisa
332,333,06/05/2004,Piso,Venta,Barcelona,110.0,803000.0,25/08/2004,Jesús
333,334,07/05/2004,Industrial,Alquiler,Tarragona,242.0,2110966.0,22/01/2005,Pedro
334,335,07/05/2004,Piso,Venta,Lleida,148.0,634920.0,27/04/2005,Joaquín
335,336,07/05/2004,Local,Alquiler,Tarragona,227.0,1394461.0,28/01/2005,María
341,342,10/05/2004,Local,Alquiler,Lleida,259.0,1992228.0,21/12/2004,Pedro
342,343,10/05/2004,Parking,Venta,Barcelona,175.0,1178100.0,12/11/2004,Luisa
344,345,11/05/2004,Industrial,Alquiler,Tarragona,131.0,1263495.0,01/01/2005,Jesús
345,346,11/05/2004,Local,Venta,Tarragona,202.0,1320676.0,23/12/2004,Pedro
346,347,11/05/2004,Industrial,Venta,Barcelona,173.0,851852.0,18/09/2004,Carmen
348,349,12/05/2004,Parking,Venta,Tarragona,234.0,1398852.0,01/11/2004,María
350,351,13/05/2004,Piso,Alquiler,Girona,75.0,418725.0,24/04/2005,Pedro
352,353,14/05/2004,Piso,Alquiler,Tarragona,257.0,1980185.0,14/08/2004,Carmen
353,354,14/05/2004,Piso,Venta,Girona,122.0,885476.0,30/03/2005,Carmen
355,356,14/05/2004,Parking,Alquiler,Lleida,154.0,830830.0,03/02/2005,Luisa
357,358,15/05/2004,Piso,Venta,Barcelona,131.0,1180048.0,04/11/2004,Joaquín
358,359,15/05/2004,Parking,Venta,Lleida,130.0,1176630.0,18/03/2005,Jesús
359,360,16/05/2004,Local,Venta,Barcelona,156.0,896220.0,19/03/2005,Luisa
360,361,17/05/2004,Local,Venta,Lleida,291.0,1505925.0,10/03/2005,Luisa
363,364,18/05/2004,Local,Venta,Lleida,267.0,1257036.0,26/12/2004,Luisa
364,365,18/05/2004,Local,Alquiler,Tarragona,137.0,673355.0,16/10/2004,María
366,367,18/05/2004,Industrial,Alquiler,Lleida,76.0,501220.0,24/03/2005,Jesús
371,372,20/05/2004,Parking,Alquiler,Lleida,163.0,1317529.0,03/05/2005,Luisa
373,374,21/05/2004,Piso,Alquiler,Tarragona,167.0,895287.0,13/11/2004,Jesús
374,375,22/05/2004,Local,Venta,Tarragona,230.0,1398630.0,10/04/2005,María
375,376,23/05/2004,Industrial,Alquiler,Lleida,247.0,1210053.0,04/09/2004,Jesús
378,379,24/05/2004,Piso,Venta,Girona,108.0,812808.0,13/10/2004,Jesús
379,380,25/05/2004,Local,Venta,Lleida,269.0,2586704.0,27/03/2005,Carmen
382,383,26/05/2004,Industrial,Alquiler,Lleida,298.0,1331166.0,28/12/2004,Joaquín
383,384,26/05/2004,Parking,Venta,Barcelona,200.0,1823400.0,20/10/2004,Joaquín
384,385,26/05/2004,Parking,Venta,Barcelona,197.0,1746405.0,20/03/2005,Luisa
385,386,26/05/2004,Parking,Alquiler,Girona,184.0,830760.0,13/09/2004,Pedro
387,388,28/05/2004,Parking,Alquiler,Girona,137.0,835152.0,13/02/2005,Jesús
389,390,30/05/2004,Parking,Alquiler,Tarragona,65.0,389350.0,10/12/2004,Luisa
391,392,30/05/2004,Piso,Alquiler,Barcelona,202.0,1560450.0,06/02/2005,Jesús
392,393,31/05/2004,Piso,Venta,Girona,225.0,1164375.0,04/03/2005,Pedro
393,394,31/05/2004,Local,Alquiler,Barcelona,203.0,946792.0,17/04/2005,María
395,396,31/05/2004,Parking,Alquiler,Lleida,296.0,1602544.0,07/09/2004,Jesús
396,397,01/06/2004,Parking,Venta,Barcelona,177.0,933321.0,10/05/2005,Joaquín
397,398,01/06/2004,Industrial,Venta,Girona,72.0,427824.0,08/11/2004,Luisa
398,399,01/06/2004,Industrial,Venta,Tarragona,65.0,483860.0,24/01/2005,Pedro
399,400,01/06/2004,Parking,Venta,Tarragona,208.0,1225120.0,22/01/2005,Carmen
400,401,02/06/2004,Piso,Alquiler,Barcelona,271.0,2682900.0,02/06/2005,Pedro
401,402,02/06/2004,Industrial,Alquiler,Lleida,278.0,2188138.0,21/01/2005,María
402,403,02/06/2004,Piso,Venta,Girona,90.0,770040.0,26/04/2005,Jesús
404,405,03/06/2004,Local,Venta,Tarragona,224.0,1804992.0,20/01/2005,Jesús
406,407,03/06/2004,Industrial,Venta,Barcelona,162.0,1383480.0,16/12/2004,María
407,408,04/06/2004,Industrial,Alquiler,Barcelona,74.0,729788.0,22/01/2005,Pedro
408,409,04/06/2004,Parking,Venta,Girona,293.0,1750089.0,05/04/2005,Luisa
409,410,04/06/2004,Piso,Alquiler,Lleida,46.0,435252.0,30/10/2004,Luisa
410,411,05/06/2004,Local,Venta,Girona,90.0,742770.0,27/11/2004,Luisa
411,412,05/06/2004,Local,Venta,Girona,148.0,1268952.0,14/10/2004,María
412,413,05/06/2004,Piso,Alquiler,Tarragona,189.0,1527498.0,14/05/2005,Luisa
414,415,06/06/2004,Parking,Venta,Barcelona,46.0,386584.0,17/12/2004,Carmen
417,418,07/06/2004,Industrial,Alquiler,Girona,287.0,2452989.0,26/01/2005,Joaquín
418,419,07/06/2004,Parking,Venta,Girona,174.0,952302.0,06/12/2004,Luisa
419,420,08/06/2004,Piso,Alquiler,Lleida,114.0,1019160.0,29/05/2005,Carmen
421,422,09/06/2004,Piso,Alquiler,Barcelona,126.0,637308.0,09/11/2004,Jesús
422,423,09/06/2004,Local,Alquiler,Barcelona,260.0,1090180.0,16/12/2004,Luisa
423,424,09/06/2004,Parking,Venta,Barcelona,261.0,1945755.0,06/11/2004,Jesús
426,427,10/06/2004,Piso,Venta,Barcelona,81.0,583362.0,04/05/2005,Carmen
427,428,10/06/2004,Piso,Alquiler,Lleida,52.0,338364.0,04/01/2005,Carmen
428,429,11/06/2004,Parking,Alquiler,Tarragona,271.0,2190493.0,02/11/2004,Jesús
433,434,13/06/2004,Local,Alquiler,Tarragona,246.0,1898628.0,15/12/2004,Joaquín
434,435,13/06/2004,Industrial,Alquiler,Girona,233.0,1541528.0,03/02/2005,Jesús
436,437,14/06/2004,Parking,Venta,Girona,107.0,909821.0,03/05/2005,Luisa
439,440,15/06/2004,Parking,Venta,Barcelona,115.0,1077665.0,19/09/2004,Jesús
440,441,16/06/2004,Parking,Venta,Barcelona,102.0,790602.0,09/11/2004,Carmen
441,442,16/06/2004,Parking,Venta,Tarragona,211.0,872063.0,26/02/2005,Pedro
442,443,17/06/2004,Piso,Alquiler,Girona,245.0,1001070.0,14/10/2004,Jesús
443,444,17/06/2004,Parking,Venta,Barcelona,102.0,1005312.0,09/06/2005,Luisa
444,445,17/06/2004,Local,Alquiler,Girona,44.0,189156.0,25/11/2004,Jesús
446,447,17/06/2004,Parking,Alquiler,Lleida,263.0,1779458.0,24/01/2005,Pedro
447,448,17/06/2004,Local,Alquiler,Girona,234.0,1159470.0,02/10/2004,Pedro
448,449,17/06/2004,Local,Venta,Girona,118.0,788948.0,08/04/2005,Pedro
449,450,18/06/2004,Industrial,Alquiler,Lleida,248.0,1674744.0,01/05/2005,Luisa
454,455,20/06/2004,Parking,Alquiler,Barcelona,244.0,2439512.0,02/01/2005,Carmen
455,456,20/06/2004,Piso,Venta,Lleida,195.0,1797120.0,31/12/2004,María
457,458,20/06/2004,Piso,Alquiler,Barcelona,71.0,587880.0,03/10/2004,Jesús
464,465,24/06/2004,Industrial,Alquiler,Lleida,268.0,2628812.0,15/03/2005,Pedro
465,466,24/06/2004,Local,Alquiler,Tarragona,44.0,242704.0,03/10/2004,Joaquín
466,467,24/06/2004,Local,Venta,Girona,126.0,520758.0,16/06/2005,Pedro
467,468,24/06/2004,Local,Venta,Tarragona,215.0,870105.0,02/04/2005,Jesús
469,470,25/06/2004,Parking,Venta,Tarragona,191.0,875544.0,01/11/2004,Jesús
472,473,25/06/2004,Parking,Alquiler,Lleida,105.0,872760.0,26/03/2005,Carmen
481,482,29/06/2004,Industrial,Venta,Tarragona,243.0,1983123.0,16/06/2005,María
484,485,30/06/2004,Piso,Alquiler,Tarragona,122.0,1093608.0,27/02/2005,Luisa
485,486,30/06/2004,Piso,Venta,Girona,283.0,2199476.0,04/06/2005,Luisa
487,488,01/07/2004,Piso,Alquiler,Lleida,185.0,1306840.0,17/05/2005,Carmen
489,490,02/07/2004,Parking,Alquiler,Barcelona,234.0,1911312.0,08/04/2005,Luisa
490,491,02/07/2004,Piso,Alquiler,Girona,62.0,358670.0,04/06/2005,Luisa
491,492,03/07/2004,Local,Venta,Lleida,282.0,1298328.0,10/03/2005,Jesús
492,493,03/07/2004,Parking,Alquiler,Lleida,299.0,1948583.0,21/12/2004,María
493,494,03/07/2004,Piso,Venta,Barcelona,274.0,1729762.0,03/07/2005,Luisa
495,496,03/07/2004,Piso,Alquiler,Lleida,155.0,1166065.0,07/12/2004,Jesús
499,500,04/07/2004,Industrial,Alquiler,Lleida,240.0,2238000.0,06/05/2005,Pedro
501,502,05/07/2004,Piso,Alquiler,Lleida,224.0,2087904.0,29/01/2005,Jesús
502,503,05/07/2004,Piso,Venta,Barcelona,72.0,647352.0,07/06/2005,María
504,505,05/07/2004,Industrial,Venta,Tarragona,172.0,860172.0,16/05/2005,Luisa
505,506,05/07/2004,Industrial,Alquiler,Tarragona,235.0,1207195.0,14/10/2004,Luisa
506,507,05/07/2004,Industrial,Alquiler,Tarragona,159.0,1032546.0,07/11/2004,Carmen
507,508,05/07/2004,Local,Venta,Barcelona,271.0,2297538.0,22/11/2004,Jesús
508,509,06/07/2004,Parking,Venta,Tarragona,80.0,428240.0,01/02/2005,Pedro
509,510,06/07/2004,Industrial,Alquiler,Barcelona,227.0,1175860.0,05/07/2005,Joaquín
510,511,06/07/2004,Industrial,Venta,Lleida,40.0,258560.0,22/03/2005,Jesús
511,512,06/07/2004,Parking,Alquiler,Tarragona,239.0,1782940.0,13/11/2004,Joaquín
516,517,08/07/2004,Industrial,Venta,Girona,174.0,1313526.0,16/01/2005,Pedro
518,519,09/07/2004,Piso,Alquiler,Barcelona,123.0,682773.0,30/01/2005,Luisa
520,521,09/07/2004,Parking,Venta,Barcelona,105.0,740355.0,08/12/2004,Luisa
523,524,10/07/2004,Piso,Alquiler,Barcelona,159.0,1536576.0,24/06/2005,Pedro
